target,model,feature,importance
Flower_rat,ElasticNet,0510_r0p172_ND_B1_B3_median,17.57003499004024
Flower_rat,ElasticNet,0510_r0p172_ND_B2_B3_mean,9.56395610186371
Flower_rat,ElasticNet,0510_r0p172_ND_B1_B3_mean,8.89534877603294
Flower_rat,ElasticNet,diff_r0p172_DVI_mean,7.572664133881891
Flower_rat,ElasticNet,0510_r0p172_EVI_median,5.8066343777662
Flower_rat,ElasticNet,diff_r0p172_RENDVI1_median,5.78181948897541
Flower_rat,ElasticNet,diff_r0p172_ND_B3_B4_median,5.774928318771969
Flower_rat,ElasticNet,ratio_r0p172_EVI_median,4.836211658869681
Flower_rat,ElasticNet,rel_r0p172_EVI_median,4.832787535623224
Flower_rat,ElasticNet,diff_r0p172_DVI_median,3.8890909662580055
Flower_rat,ElasticNet,ratio_r0p172_RENDVI2_median,3.003093894254231
Flower_rat,ElasticNet,rel_r0p172_RENDVI2_median,2.9967822019390407
Flower_rat,ElasticNet,0510_r0p172_ND_B2_B3_median,2.303748636163348
Flower_rat,ElasticNet,diff_r0p172_ND_B3_B6_median,2.1022075809560614
Flower_rat,ElasticNet,diff_r0p172_NDVI_median,2.1017846260105246
Flower_rat,ElasticNet,diff_r0p172_SAVI_median,2.098123075414077
Flower_rat,ElasticNet,ratio_r0p172_DVI_mean,1.7607183944731912
Flower_rat,ElasticNet,rel_r0p172_DVI_mean,1.7581474973963742
Flower_rat,ElasticNet,ratio_r0p172_DVI_median,0.4794479064379133
Flower_rat,ElasticNet,rel_r0p172_DVI_median,0.47934652055569843
Flower_rat,ElasticNet,diff_r0p172_RENDVI2_median,0.38072772718796627
Flower_rat,ElasticNet,diff_r0p172_ND_B3_B5_median,0.37543970147528594
Flower_rat,ElasticNet,rel_r0p172_RENDVI1_median,0.2212937743689953
Flower_rat,ElasticNet,ratio_r0p172_RENDVI1_median,0.21234445227539922
Flower_rat,ElasticNet,ratio_r0p172_SAVI_median,0.0
Flower_rat,PLSRegression,0510_r0p172_ND_B1_B3_median,15.898673901147454
Flower_rat,PLSRegression,diff_r0p172_DVI_mean,8.038639173827091
Flower_rat,PLSRegression,diff_r0p172_DVI_median,5.357896875533158
Flower_rat,PLSRegression,diff_r0p172_ND_B3_B4_median,3.6700859772325267
Flower_rat,PLSRegression,diff_r0p172_RENDVI1_median,3.6700859772325267
Flower_rat,PLSRegression,0510_r0p172_ND_B2_B3_median,3.131256173561344
Flower_rat,PLSRegression,0510_r0p172_ND_B1_B3_mean,3.0694881911848535
Flower_rat,PLSRegression,ratio_r0p172_SAVI_median,2.5227759367152607
Flower_rat,PLSRegression,diff_r0p172_ND_B3_B6_median,2.4686607984813347
Flower_rat,PLSRegression,diff_r0p172_NDVI_median,2.4686607984813347
Flower_rat,PLSRegression,diff_r0p172_SAVI_median,2.4679738068329247
Flower_rat,PLSRegression,rel_r0p172_EVI_median,2.432371033135774
Flower_rat,PLSRegression,ratio_r0p172_EVI_median,2.4323710331357646
Flower_rat,PLSRegression,ratio_r0p172_DVI_median,1.9054854867898414
Flower_rat,PLSRegression,rel_r0p172_DVI_median,1.905485486789829
Flower_rat,PLSRegression,0510_r0p172_ND_B2_B3_mean,1.7248965837215569
Flower_rat,PLSRegression,ratio_r0p172_RENDVI2_median,1.3665943773205234
Flower_rat,PLSRegression,rel_r0p172_RENDVI2_median,1.366594377320508
Flower_rat,PLSRegression,diff_r0p172_ND_B3_B5_median,1.2313694532355122
Flower_rat,PLSRegression,diff_r0p172_RENDVI2_median,1.2313694532355122
Flower_rat,PLSRegression,ratio_r0p172_RENDVI1_median,1.1898054807017306
Flower_rat,PLSRegression,rel_r0p172_RENDVI1_median,1.1898054807017115
Flower_rat,PLSRegression,0510_r0p172_EVI_median,1.0370748221795654
Flower_rat,PLSRegression,ratio_r0p172_DVI_mean,0.3576880076849874
Flower_rat,PLSRegression,rel_r0p172_DVI_mean,0.3576880076849866
Flower_rat,RandomForest,diff_r0p172_DVI_mean,0.09419608299672486
Flower_rat,RandomForest,diff_r0p172_DVI_median,0.07598242796743819
Flower_rat,RandomForest,0510_r0p172_ND_B2_B3_median,0.07392909400219543
Flower_rat,RandomForest,ratio_r0p172_DVI_median,0.059887065483219704
Flower_rat,RandomForest,ratio_r0p172_DVI_mean,0.05811973920177098
Flower_rat,RandomForest,diff_r0p172_RENDVI1_median,0.05805788925665731
Flower_rat,RandomForest,rel_r0p172_DVI_mean,0.05776455092691444
Flower_rat,RandomForest,ratio_r0p172_RENDVI1_median,0.052311740124250626
Flower_rat,RandomForest,rel_r0p172_DVI_median,0.05202980047602641
Flower_rat,RandomForest,0510_r0p172_ND_B1_B3_median,0.047485721387543124
Flower_rat,RandomForest,0510_r0p172_ND_B2_B3_mean,0.04694211560198213
Flower_rat,RandomForest,diff_r0p172_ND_B3_B4_median,0.04398059953317987
Flower_rat,RandomForest,rel_r0p172_RENDVI1_median,0.040542107942759954
Flower_rat,RandomForest,ratio_r0p172_SAVI_median,0.033476228923622224
Flower_rat,RandomForest,rel_r0p172_EVI_median,0.03209905654508344
Flower_rat,RandomForest,0510_r0p172_ND_B1_B3_mean,0.027728349788159783
Flower_rat,RandomForest,diff_r0p172_ND_B3_B6_median,0.025339576242128348
Flower_rat,RandomForest,0510_r0p172_EVI_median,0.024302117672160728
Flower_rat,RandomForest,diff_r0p172_SAVI_median,0.023054853783035838
Flower_rat,RandomForest,ratio_r0p172_EVI_median,0.015509013010076508
Flower_rat,RandomForest,diff_r0p172_NDVI_median,0.013006341302821179
Flower_rat,RandomForest,diff_r0p172_ND_B3_B5_median,0.012520299041377223
Flower_rat,RandomForest,ratio_r0p172_RENDVI2_median,0.012439340125386233
Flower_rat,RandomForest,diff_r0p172_RENDVI2_median,0.011822960416658741
Flower_rat,RandomForest,rel_r0p172_RENDVI2_median,0.007472928248826771
FHB_num,LinearRegression,diff_r0p172_CI_RE2_mean,83.2361278491314
FHB_num,LinearRegression,diff_r0p172_ND_B5_B6_mean,48.324539919766906
FHB_num,LinearRegression,diff_r0p172_NDRE2_mean,48.32453991976684
FHB_num,LinearRegression,rel_r0p172_NDRE2_mean,25.98945643235328
FHB_num,LinearRegression,ratio_r0p172_NDRE2_mean,25.989456432352608
FHB_num,LinearRegression,ratio_r0p172_CI_RE2_mean,19.03054982499919
FHB_num,LinearRegression,rel_r0p172_CI_RE2_mean,19.030549824994797
FHB_num,LinearRegression,diff_r0p172_B2_mean,6.7924001099272395
FHB_num,LinearRegression,0510_r0p172_B1_mean,4.164834123595363
FHB_num,LinearRegression,diff_r0p172_B1_median,3.371528473139867
FHB_num,LinearRegression,rel_r0p172_B2_median,2.685455762691545
FHB_num,LinearRegression,ratio_r0p172_B2_median,2.6854557626894717
FHB_num,LinearRegression,diff_r0p172_B5_p75,2.443162970610707
FHB_num,LinearRegression,diff_r0p172_B2_p75,1.7165718300079915
FHB_num,LinearRegression,rel_r0p172_B5_p75,1.4935976659113148
FHB_num,LinearRegression,ratio_r0p172_B5_p75,1.4935976659094217
FHB_num,LinearRegression,0418_r0p172_ND_B1_B2_median,1.2627017916153265
FHB_num,LinearRegression,diff_r0p172_CI_RE2_median,1.1250478347994957
FHB_num,LinearRegression,rel_r0p172_B2_p75,0.9268654903192673
FHB_num,LinearRegression,ratio_r0p172_B2_p75,0.9268654903181593
FHB_num,LinearRegression,rel_r0p172_B2_mean,0.5759041090827507
FHB_num,LinearRegression,ratio_r0p172_B2_mean,0.5759041090825167
FHB_num,LinearRegression,0418_r0p172_ND_B1_B4_mean,0.3531966338911834
FHB_num,LinearRegression,ratio_r0p172_B4_p75,0.21102697114286684
FHB_num,LinearRegression,rel_r0p172_B4_p75,0.2110269711422884
FHB_num,Ridge,0418_r0p172_ND_B1_B2_median,1.7022168597773821
FHB_num,Ridge,diff_r0p172_B2_mean,1.6289466986109937
FHB_num,Ridge,ratio_r0p172_B2_median,1.2008046791613902
FHB_num,Ridge,rel_r0p172_B2_median,1.2008046791613716
FHB_num,Ridge,diff_r0p172_B2_p75,0.8600610596689834
FHB_num,Ridge,diff_r0p172_B1_median,0.7464072594071447
FHB_num,Ridge,diff_r0p172_CI_RE2_median,0.6938959202641789
FHB_num,Ridge,0510_r0p172_B1_mean,0.6192753714895904
FHB_num,Ridge,diff_r0p172_B5_p75,0.5802808903051963
FHB_num,Ridge,diff_r0p172_ND_B5_B6_mean,0.5528182331363637
FHB_num,Ridge,diff_r0p172_NDRE2_mean,0.5528182331363636
FHB_num,Ridge,ratio_r0p172_B5_p75,0.548408048949122
FHB_num,Ridge,rel_r0p172_B5_p75,0.5484080489490754
FHB_num,Ridge,ratio_r0p172_B4_p75,0.33630492833773185
FHB_num,Ridge,rel_r0p172_B4_p75,0.33630492833768405
FHB_num,Ridge,0418_r0p172_ND_B1_B4_mean,0.2606999544550236
FHB_num,Ridge,ratio_r0p172_B2_p75,0.24845244184630697
FHB_num,Ridge,rel_r0p172_B2_p75,0.24845244184627893
FHB_num,Ridge,ratio_r0p172_CI_RE2_mean,0.2440908509987382
FHB_num,Ridge,rel_r0p172_CI_RE2_mean,0.24409085099864436
FHB_num,Ridge,diff_r0p172_CI_RE2_mean,0.14329831401306176
FHB_num,Ridge,rel_r0p172_B2_mean,0.1412453141567784
FHB_num,Ridge,ratio_r0p172_B2_mean,0.14124531415676467
FHB_num,Ridge,ratio_r0p172_NDRE2_mean,0.03866763353550819
FHB_num,Ridge,rel_r0p172_NDRE2_mean,0.03866763353550563
FHB_num,Lasso,diff_r0p172_B2_mean,1.8368843331541729
FHB_num,Lasso,ratio_r0p172_B2_median,1.8016267657450282
FHB_num,Lasso,0418_r0p172_ND_B1_B2_median,1.689023779866615
FHB_num,Lasso,diff_r0p172_ND_B5_B6_mean,0.8094434284334461
FHB_num,Lasso,ratio_r0p172_B4_p75,0.7938014158342717
FHB_num,Lasso,diff_r0p172_B2_p75,0.7390411024529342
FHB_num,Lasso,diff_r0p172_CI_RE2_median,0.5820665773666855
FHB_num,Lasso,rel_r0p172_B5_p75,0.46221367208849107
FHB_num,Lasso,0418_r0p172_ND_B1_B4_mean,0.2540861474259131
FHB_num,Lasso,ratio_r0p172_B2_p75,0.19254862606272646
FHB_num,Lasso,rel_r0p172_CI_RE2_mean,0.11177761092153772
FHB_num,Lasso,0510_r0p172_B1_mean,0.06807834511811223
FHB_num,Lasso,ratio_r0p172_CI_RE2_mean,1.8559756905947977e-13
FHB_num,Lasso,ratio_r0p172_B5_p75,1.0086816743411861e-13
FHB_num,Lasso,diff_r0p172_NDRE2_mean,1.588500054598597e-14
FHB_num,Lasso,rel_r0p172_B2_median,1.9384846461709085e-16
FHB_num,Lasso,rel_r0p172_B4_p75,8.106390338532891e-17
FHB_num,Lasso,rel_r0p172_B2_p75,0.0
FHB_num,Lasso,rel_r0p172_B2_mean,0.0
FHB_num,Lasso,ratio_r0p172_B2_mean,0.0
FHB_num,Lasso,diff_r0p172_CI_RE2_mean,0.0
FHB_num,Lasso,ratio_r0p172_NDRE2_mean,0.0
FHB_num,Lasso,rel_r0p172_NDRE2_mean,0.0
